Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
18/12/2024;0:00:00;18/12/2024;0:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:00:00;18/12/2024;0:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:15:00;18/12/2024;0:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:15:00;18/12/2024;0:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:30:00;18/12/2024;0:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:30:00;18/12/2024;0:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:45:00;18/12/2024;1:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;0:45:00;18/12/2024;1:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:00:00;18/12/2024;1:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:00:00;18/12/2024;1:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:15:00;18/12/2024;1:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:15:00;18/12/2024;1:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:30:00;18/12/2024;1:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:30:00;18/12/2024;1:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:45:00;18/12/2024;2:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;1:45:00;18/12/2024;2:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:00:00;18/12/2024;2:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:00:00;18/12/2024;2:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:15:00;18/12/2024;2:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:15:00;18/12/2024;2:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:30:00;18/12/2024;2:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:30:00;18/12/2024;2:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:45:00;18/12/2024;3:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;2:45:00;18/12/2024;3:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:00:00;18/12/2024;3:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:00:00;18/12/2024;3:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:15:00;18/12/2024;3:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:15:00;18/12/2024;3:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:30:00;18/12/2024;3:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:30:00;18/12/2024;3:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:45:00;18/12/2024;4:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;3:45:00;18/12/2024;4:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:00:00;18/12/2024;4:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:00:00;18/12/2024;4:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:15:00;18/12/2024;4:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:15:00;18/12/2024;4:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:30:00;18/12/2024;4:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:30:00;18/12/2024;4:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:45:00;18/12/2024;5:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;4:45:00;18/12/2024;5:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:00:00;18/12/2024;5:15:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:00:00;18/12/2024;5:15:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:15:00;18/12/2024;5:30:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:15:00;18/12/2024;5:30:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:30:00;18/12/2024;5:45:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:30:00;18/12/2024;5:45:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:45:00;18/12/2024;6:00:00;1302;;Digitale meter;Afname Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;5:45:00;18/12/2024;6:00:00;1302;;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:00:00;18/12/2024;6:15:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:00:00;18/12/2024;6:15:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:15:00;18/12/2024;6:30:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:15:00;18/12/2024;6:30:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:30:00;18/12/2024;6:45:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:30:00;18/12/2024;6:45:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:45:00;18/12/2024;7:00:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;6:45:00;18/12/2024;7:00:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:00:00;18/12/2024;7:15:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:00:00;18/12/2024;7:15:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:15:00;18/12/2024;7:30:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:15:00;18/12/2024;7:30:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:30:00;18/12/2024;7:45:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:30:00;18/12/2024;7:45:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:45:00;18/12/2024;8:00:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;7:45:00;18/12/2024;8:00:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:00:00;18/12/2024;8:15:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:00:00;18/12/2024;8:15:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:15:00;18/12/2024;8:30:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:15:00;18/12/2024;8:30:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:30:00;18/12/2024;8:45:00;1302;;Digitale meter;Afname Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:30:00;18/12/2024;8:45:00;1302;;Digitale meter;Injectie Dag;;kWh;Geen verbruik;Hoofdverblijf
18/12/2024;8:45:00;18/12/2024;9:00:00;1302;;Digitale meter;Afname Dag;0,26;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;8:45:00;18/12/2024;9:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:00:00;18/12/2024;9:15:00;1302;;Digitale meter;Afname Dag;0,31;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:00:00;18/12/2024;9:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:15:00;18/12/2024;9:30:00;1302;;Digitale meter;Afname Dag;0,523;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:15:00;18/12/2024;9:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:30:00;18/12/2024;9:45:00;1302;;Digitale meter;Afname Dag;1,207;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:30:00;18/12/2024;9:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:45:00;18/12/2024;10:00:00;1302;;Digitale meter;Afname Dag;1,075;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;9:45:00;18/12/2024;10:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:00:00;18/12/2024;10:15:00;1302;;Digitale meter;Afname Dag;1,033;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:00:00;18/12/2024;10:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:15:00;18/12/2024;10:30:00;1302;;Digitale meter;Afname Dag;1,029;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:15:00;18/12/2024;10:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:30:00;18/12/2024;10:45:00;1302;;Digitale meter;Afname Dag;1,048;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:30:00;18/12/2024;10:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:45:00;18/12/2024;11:00:00;1302;;Digitale meter;Afname Dag;0,996;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;10:45:00;18/12/2024;11:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:00:00;18/12/2024;11:15:00;1302;;Digitale meter;Afname Dag;1,098;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:00:00;18/12/2024;11:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:15:00;18/12/2024;11:30:00;1302;;Digitale meter;Afname Dag;1,15;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:15:00;18/12/2024;11:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:30:00;18/12/2024;11:45:00;1302;;Digitale meter;Afname Dag;1,07;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:30:00;18/12/2024;11:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:45:00;18/12/2024;12:00:00;1302;;Digitale meter;Afname Dag;1,054;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;11:45:00;18/12/2024;12:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:00:00;18/12/2024;12:15:00;1302;;Digitale meter;Afname Dag;1,102;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:00:00;18/12/2024;12:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:15:00;18/12/2024;12:30:00;1302;;Digitale meter;Afname Dag;0,761;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:15:00;18/12/2024;12:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:30:00;18/12/2024;12:45:00;1302;;Digitale meter;Afname Dag;0,212;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:30:00;18/12/2024;12:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:45:00;18/12/2024;13:00:00;1302;;Digitale meter;Afname Dag;0,194;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;12:45:00;18/12/2024;13:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:00:00;18/12/2024;13:15:00;1302;;Digitale meter;Afname Dag;0,086;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:00:00;18/12/2024;13:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:15:00;18/12/2024;13:30:00;1302;;Digitale meter;Afname Dag;0,338;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:15:00;18/12/2024;13:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:30:00;18/12/2024;13:45:00;1302;;Digitale meter;Afname Dag;0,506;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:30:00;18/12/2024;13:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:45:00;18/12/2024;14:00:00;1302;;Digitale meter;Afname Dag;0,095;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;13:45:00;18/12/2024;14:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:00:00;18/12/2024;14:15:00;1302;;Digitale meter;Afname Dag;0,258;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:00:00;18/12/2024;14:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:15:00;18/12/2024;14:30:00;1302;;Digitale meter;Afname Dag;0,074;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:15:00;18/12/2024;14:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:30:00;18/12/2024;14:45:00;1302;;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:30:00;18/12/2024;14:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:45:00;18/12/2024;15:00:00;1302;;Digitale meter;Afname Dag;0,057;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;14:45:00;18/12/2024;15:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:00:00;18/12/2024;15:15:00;1302;;Digitale meter;Afname Dag;0,043;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:00:00;18/12/2024;15:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:15:00;18/12/2024;15:30:00;1302;;Digitale meter;Afname Dag;0,048;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:15:00;18/12/2024;15:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:30:00;18/12/2024;15:45:00;1302;;Digitale meter;Afname Dag;0,063;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:30:00;18/12/2024;15:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:45:00;18/12/2024;16:00:00;1302;;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;15:45:00;18/12/2024;16:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:00:00;18/12/2024;16:15:00;1302;;Digitale meter;Afname Dag;0,043;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:00:00;18/12/2024;16:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:15:00;18/12/2024;16:30:00;1302;;Digitale meter;Afname Dag;0,056;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:15:00;18/12/2024;16:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:30:00;18/12/2024;16:45:00;1302;;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:30:00;18/12/2024;16:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:45:00;18/12/2024;17:00:00;1302;;Digitale meter;Afname Dag;0,052;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;16:45:00;18/12/2024;17:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:00:00;18/12/2024;17:15:00;1302;;Digitale meter;Afname Dag;0,132;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:00:00;18/12/2024;17:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:15:00;18/12/2024;17:30:00;1302;;Digitale meter;Afname Dag;0,245;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:15:00;18/12/2024;17:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:30:00;18/12/2024;17:45:00;1302;;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:30:00;18/12/2024;17:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:45:00;18/12/2024;18:00:00;1302;;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;17:45:00;18/12/2024;18:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:00:00;18/12/2024;18:15:00;1302;;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:00:00;18/12/2024;18:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:15:00;18/12/2024;18:30:00;1302;;Digitale meter;Afname Dag;0,088;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:15:00;18/12/2024;18:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:30:00;18/12/2024;18:45:00;1302;;Digitale meter;Afname Dag;0,169;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:30:00;18/12/2024;18:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:45:00;18/12/2024;19:00:00;1302;;Digitale meter;Afname Dag;0,151;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;18:45:00;18/12/2024;19:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:00:00;18/12/2024;19:15:00;1302;;Digitale meter;Afname Dag;0,092;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:00:00;18/12/2024;19:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:15:00;18/12/2024;19:30:00;1302;;Digitale meter;Afname Dag;0,066;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:15:00;18/12/2024;19:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:30:00;18/12/2024;19:45:00;1302;;Digitale meter;Afname Dag;0,057;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:30:00;18/12/2024;19:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:45:00;18/12/2024;20:00:00;1302;;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;19:45:00;18/12/2024;20:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:00:00;18/12/2024;20:15:00;1302;;Digitale meter;Afname Dag;0,06;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:00:00;18/12/2024;20:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:15:00;18/12/2024;20:30:00;1302;;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:15:00;18/12/2024;20:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:30:00;18/12/2024;20:45:00;1302;;Digitale meter;Afname Dag;0,073;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:30:00;18/12/2024;20:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:45:00;18/12/2024;21:00:00;1302;;Digitale meter;Afname Dag;0,063;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;20:45:00;18/12/2024;21:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:00:00;18/12/2024;21:15:00;1302;;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:00:00;18/12/2024;21:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:15:00;18/12/2024;21:30:00;1302;;Digitale meter;Afname Nacht;0,073;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:15:00;18/12/2024;21:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:30:00;18/12/2024;21:45:00;1302;;Digitale meter;Afname Nacht;0,096;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:30:00;18/12/2024;21:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:45:00;18/12/2024;22:00:00;1302;;Digitale meter;Afname Nacht;0,062;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;21:45:00;18/12/2024;22:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:00:00;18/12/2024;22:15:00;1302;;Digitale meter;Afname Nacht;0,06;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:00:00;18/12/2024;22:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:15:00;18/12/2024;22:30:00;1302;;Digitale meter;Afname Nacht;0,084;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:15:00;18/12/2024;22:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:30:00;18/12/2024;22:45:00;1302;;Digitale meter;Afname Nacht;0,115;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:30:00;18/12/2024;22:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:45:00;18/12/2024;23:00:00;1302;;Digitale meter;Afname Nacht;0,27;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;22:45:00;18/12/2024;23:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:00:00;18/12/2024;23:15:00;1302;;Digitale meter;Afname Nacht;0,19;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:00:00;18/12/2024;23:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:15:00;18/12/2024;23:30:00;1302;;Digitale meter;Afname Nacht;0,179;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:15:00;18/12/2024;23:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:30:00;18/12/2024;23:45:00;1302;;Digitale meter;Afname Nacht;0,177;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:30:00;18/12/2024;23:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:45:00;19/12/2024;0:00:00;1302;;Digitale meter;Afname Nacht;0,18;kWh;Uitgelezen;Hoofdverblijf
18/12/2024;23:45:00;19/12/2024;0:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:00:00;19/12/2024;0:15:00;1302;;Digitale meter;Afname Nacht;0,168;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:00:00;19/12/2024;0:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:15:00;19/12/2024;0:30:00;1302;;Digitale meter;Afname Nacht;0,151;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:15:00;19/12/2024;0:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:30:00;19/12/2024;0:45:00;1302;;Digitale meter;Afname Nacht;0,341;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:30:00;19/12/2024;0:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:45:00;19/12/2024;1:00:00;1302;;Digitale meter;Afname Nacht;1,012;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;0:45:00;19/12/2024;1:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:00:00;19/12/2024;1:15:00;1302;;Digitale meter;Afname Nacht;0,979;kWh;Uitgelezen;Hoofdverblijf
