Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
29/12/2024;13:00:00;29/12/2024;13:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:15:00;29/12/2024;13:30:00;1302;;Digitale meter;Afname Nacht;0,108;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:15:00;29/12/2024;13:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:30:00;29/12/2024;13:45:00;1302;;Digitale meter;Afname Nacht;0,194;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:30:00;29/12/2024;13:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:45:00;29/12/2024;14:00:00;1302;;Digitale meter;Afname Nacht;0,154;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;13:45:00;29/12/2024;14:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:00:00;29/12/2024;14:15:00;1302;;Digitale meter;Afname Nacht;0,117;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:00:00;29/12/2024;14:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:15:00;29/12/2024;14:30:00;1302;;Digitale meter;Afname Nacht;0,106;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:15:00;29/12/2024;14:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:30:00;29/12/2024;14:45:00;1302;;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:30:00;29/12/2024;14:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:45:00;29/12/2024;15:00:00;1302;;Digitale meter;Afname Nacht;0,088;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;14:45:00;29/12/2024;15:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:00:00;29/12/2024;15:15:00;1302;;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:00:00;29/12/2024;15:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:15:00;29/12/2024;15:30:00;1302;;Digitale meter;Afname Nacht;0,07;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:15:00;29/12/2024;15:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:30:00;29/12/2024;15:45:00;1302;;Digitale meter;Afname Nacht;0,103;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:30:00;29/12/2024;15:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:45:00;29/12/2024;16:00:00;1302;;Digitale meter;Afname Nacht;0,083;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;15:45:00;29/12/2024;16:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:00:00;29/12/2024;16:15:00;1302;;Digitale meter;Afname Nacht;0,173;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:00:00;29/12/2024;16:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:15:00;29/12/2024;16:30:00;1302;;Digitale meter;Afname Nacht;0,196;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:15:00;29/12/2024;16:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:30:00;29/12/2024;16:45:00;1302;;Digitale meter;Afname Nacht;0,142;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:30:00;29/12/2024;16:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:45:00;29/12/2024;17:00:00;1302;;Digitale meter;Afname Nacht;0,121;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;16:45:00;29/12/2024;17:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:00:00;29/12/2024;17:15:00;1302;;Digitale meter;Afname Nacht;0,134;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:00:00;29/12/2024;17:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:15:00;29/12/2024;17:30:00;1302;;Digitale meter;Afname Nacht;0,167;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:15:00;29/12/2024;17:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:30:00;29/12/2024;17:45:00;1302;;Digitale meter;Afname Nacht;0,191;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:30:00;29/12/2024;17:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:45:00;29/12/2024;18:00:00;1302;;Digitale meter;Afname Nacht;0,199;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;17:45:00;29/12/2024;18:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:00:00;29/12/2024;18:15:00;1302;;Digitale meter;Afname Nacht;0,387;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:00:00;29/12/2024;18:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:15:00;29/12/2024;18:30:00;1302;;Digitale meter;Afname Nacht;0,147;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:15:00;29/12/2024;18:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:30:00;29/12/2024;18:45:00;1302;;Digitale meter;Afname Nacht;0,066;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:30:00;29/12/2024;18:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:45:00;29/12/2024;19:00:00;1302;;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;18:45:00;29/12/2024;19:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:00:00;29/12/2024;19:15:00;1302;;Digitale meter;Afname Nacht;0,08;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:00:00;29/12/2024;19:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:15:00;29/12/2024;19:30:00;1302;;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:15:00;29/12/2024;19:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:30:00;29/12/2024;19:45:00;1302;;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:30:00;29/12/2024;19:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:45:00;29/12/2024;20:00:00;1302;;Digitale meter;Afname Nacht;0,084;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;19:45:00;29/12/2024;20:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:00:00;29/12/2024;20:15:00;1302;;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:00:00;29/12/2024;20:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:15:00;29/12/2024;20:30:00;1302;;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:15:00;29/12/2024;20:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:30:00;29/12/2024;20:45:00;1302;;Digitale meter;Afname Nacht;0,075;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:30:00;29/12/2024;20:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:45:00;29/12/2024;21:00:00;1302;;Digitale meter;Afname Nacht;0,09;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;20:45:00;29/12/2024;21:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:00:00;29/12/2024;21:15:00;1302;;Digitale meter;Afname Nacht;0,448;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:00:00;29/12/2024;21:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:15:00;29/12/2024;21:30:00;1302;;Digitale meter;Afname Nacht;1,017;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:15:00;29/12/2024;21:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:30:00;29/12/2024;21:45:00;1302;;Digitale meter;Afname Nacht;1,029;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:30:00;29/12/2024;21:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:45:00;29/12/2024;22:00:00;1302;;Digitale meter;Afname Nacht;1,017;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;21:45:00;29/12/2024;22:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:00:00;29/12/2024;22:15:00;1302;;Digitale meter;Afname Nacht;1,02;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:00:00;29/12/2024;22:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:15:00;29/12/2024;22:30:00;1302;;Digitale meter;Afname Nacht;1,031;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:15:00;29/12/2024;22:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:30:00;29/12/2024;22:45:00;1302;;Digitale meter;Afname Nacht;0,907;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:30:00;29/12/2024;22:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:45:00;29/12/2024;23:00:00;1302;;Digitale meter;Afname Nacht;1,038;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;22:45:00;29/12/2024;23:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:00:00;29/12/2024;23:15:00;1302;;Digitale meter;Afname Nacht;1,054;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:00:00;29/12/2024;23:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:15:00;29/12/2024;23:30:00;1302;;Digitale meter;Afname Nacht;1,101;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:15:00;29/12/2024;23:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:30:00;29/12/2024;23:45:00;1302;;Digitale meter;Afname Nacht;1,308;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:30:00;29/12/2024;23:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:45:00;30/12/2024;0:00:00;1302;;Digitale meter;Afname Nacht;1,01;kWh;Uitgelezen;Hoofdverblijf
29/12/2024;23:45:00;30/12/2024;0:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:00:00;30/12/2024;0:15:00;1302;;Digitale meter;Afname Nacht;1,015;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:00:00;30/12/2024;0:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:15:00;30/12/2024;0:30:00;1302;;Digitale meter;Afname Nacht;1,021;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:15:00;30/12/2024;0:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:30:00;30/12/2024;0:45:00;1302;;Digitale meter;Afname Nacht;1,019;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:30:00;30/12/2024;0:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:45:00;30/12/2024;1:00:00;1302;;Digitale meter;Afname Nacht;1,003;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;0:45:00;30/12/2024;1:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:00:00;30/12/2024;1:15:00;1302;;Digitale meter;Afname Nacht;1,015;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:00:00;30/12/2024;1:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:15:00;30/12/2024;1:30:00;1302;;Digitale meter;Afname Nacht;0,993;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:15:00;30/12/2024;1:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:30:00;30/12/2024;1:45:00;1302;;Digitale meter;Afname Nacht;0,969;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:30:00;30/12/2024;1:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:45:00;30/12/2024;2:00:00;1302;;Digitale meter;Afname Nacht;0,983;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;1:45:00;30/12/2024;2:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:00:00;30/12/2024;2:15:00;1302;;Digitale meter;Afname Nacht;0,973;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:00:00;30/12/2024;2:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:15:00;30/12/2024;2:30:00;1302;;Digitale meter;Afname Nacht;0,763;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:15:00;30/12/2024;2:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:30:00;30/12/2024;2:45:00;1302;;Digitale meter;Afname Nacht;0,22;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:30:00;30/12/2024;2:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:45:00;30/12/2024;3:00:00;1302;;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;2:45:00;30/12/2024;3:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:00:00;30/12/2024;3:15:00;1302;;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:00:00;30/12/2024;3:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:15:00;30/12/2024;3:30:00;1302;;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:15:00;30/12/2024;3:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:30:00;30/12/2024;3:45:00;1302;;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:30:00;30/12/2024;3:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:45:00;30/12/2024;4:00:00;1302;;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;3:45:00;30/12/2024;4:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:00:00;30/12/2024;4:15:00;1302;;Digitale meter;Afname Nacht;0,048;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:00:00;30/12/2024;4:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:15:00;30/12/2024;4:30:00;1302;;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:15:00;30/12/2024;4:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:30:00;30/12/2024;4:45:00;1302;;Digitale meter;Afname Nacht;0,497;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:30:00;30/12/2024;4:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:45:00;30/12/2024;5:00:00;1302;;Digitale meter;Afname Nacht;0,414;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;4:45:00;30/12/2024;5:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:00:00;30/12/2024;5:15:00;1302;;Digitale meter;Afname Nacht;0,245;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:00:00;30/12/2024;5:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:15:00;30/12/2024;5:30:00;1302;;Digitale meter;Afname Nacht;0,499;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:15:00;30/12/2024;5:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:30:00;30/12/2024;5:45:00;1302;;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:30:00;30/12/2024;5:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:45:00;30/12/2024;6:00:00;1302;;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;5:45:00;30/12/2024;6:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:00:00;30/12/2024;6:15:00;1302;;Digitale meter;Afname Dag;0,07;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:00:00;30/12/2024;6:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:15:00;30/12/2024;6:30:00;1302;;Digitale meter;Afname Dag;0,101;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:15:00;30/12/2024;6:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:30:00;30/12/2024;6:45:00;1302;;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:30:00;30/12/2024;6:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:45:00;30/12/2024;7:00:00;1302;;Digitale meter;Afname Dag;0,063;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;6:45:00;30/12/2024;7:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:00:00;30/12/2024;7:15:00;1302;;Digitale meter;Afname Dag;0,084;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:00:00;30/12/2024;7:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:15:00;30/12/2024;7:30:00;1302;;Digitale meter;Afname Dag;0,141;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:15:00;30/12/2024;7:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:30:00;30/12/2024;7:45:00;1302;;Digitale meter;Afname Dag;0,086;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:30:00;30/12/2024;7:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:45:00;30/12/2024;8:00:00;1302;;Digitale meter;Afname Dag;0,718;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;7:45:00;30/12/2024;8:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:00:00;30/12/2024;8:15:00;1302;;Digitale meter;Afname Dag;1,1;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:00:00;30/12/2024;8:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:15:00;30/12/2024;8:30:00;1302;;Digitale meter;Afname Dag;0,251;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:15:00;30/12/2024;8:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:30:00;30/12/2024;8:45:00;1302;;Digitale meter;Afname Dag;0,08;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:30:00;30/12/2024;8:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:45:00;30/12/2024;9:00:00;1302;;Digitale meter;Afname Dag;0,086;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;8:45:00;30/12/2024;9:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:00:00;30/12/2024;9:15:00;1302;;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:00:00;30/12/2024;9:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:15:00;30/12/2024;9:30:00;1302;;Digitale meter;Afname Dag;0,112;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:15:00;30/12/2024;9:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:30:00;30/12/2024;9:45:00;1302;;Digitale meter;Afname Dag;0,114;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:30:00;30/12/2024;9:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:45:00;30/12/2024;10:00:00;1302;;Digitale meter;Afname Dag;0,106;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;9:45:00;30/12/2024;10:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:00:00;30/12/2024;10:15:00;1302;;Digitale meter;Afname Dag;0,122;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:00:00;30/12/2024;10:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:15:00;30/12/2024;10:30:00;1302;;Digitale meter;Afname Dag;0,123;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:15:00;30/12/2024;10:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:30:00;30/12/2024;10:45:00;1302;;Digitale meter;Afname Dag;0,124;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:30:00;30/12/2024;10:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:45:00;30/12/2024;11:00:00;1302;;Digitale meter;Afname Dag;0,13;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;10:45:00;30/12/2024;11:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:00:00;30/12/2024;11:15:00;1302;;Digitale meter;Afname Dag;0,115;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:00:00;30/12/2024;11:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:15:00;30/12/2024;11:30:00;1302;;Digitale meter;Afname Dag;0,142;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:15:00;30/12/2024;11:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:30:00;30/12/2024;11:45:00;1302;;Digitale meter;Afname Dag;0,111;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:30:00;30/12/2024;11:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:45:00;30/12/2024;12:00:00;1302;;Digitale meter;Afname Dag;0,082;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;11:45:00;30/12/2024;12:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:00:00;30/12/2024;12:15:00;1302;;Digitale meter;Afname Dag;0,095;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:00:00;30/12/2024;12:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:15:00;30/12/2024;12:30:00;1302;;Digitale meter;Afname Dag;0,094;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:15:00;30/12/2024;12:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:30:00;30/12/2024;12:45:00;1302;;Digitale meter;Afname Dag;0,074;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:30:00;30/12/2024;12:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:45:00;30/12/2024;13:00:00;1302;;Digitale meter;Afname Dag;0,104;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;12:45:00;30/12/2024;13:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:00:00;30/12/2024;13:15:00;1302;;Digitale meter;Afname Dag;0,201;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:00:00;30/12/2024;13:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:15:00;30/12/2024;13:30:00;1302;;Digitale meter;Afname Dag;0,228;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:15:00;30/12/2024;13:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:30:00;30/12/2024;13:45:00;1302;;Digitale meter;Afname Dag;0,115;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:30:00;30/12/2024;13:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
30/12/2024;13:45:00;30/12/2024;14:00:00;1302;;Digitale meter;Afname Dag;0,098;kWh;Uitgelezen;Hoofdverblijf
