DateKey,TimeKey,WeatherStationID,PrecipQuantity,TempAvg,TempMax,TempMin,TempGrassPt100Avg,TempSoilAvg,TempSoilAvg5cm,TempSoilAvg10cm,TempSoilAvg20cm,TempSoilAvg50cm,WindSpeed10m,WindSpeedAvg30m,WindGustsSpeed,HumidityRelShelterAvg,Pressure,SunDuration,ShortWaveFromSkyAvg,SunIntAvg
20250219,000000,6447,0.0,3.41,8.11,-1.39,3.48,2.07,1.39,1.5,1.85,3.26,,3.92,9.49,65.42,1007.68,377.17,89.39,114.49
20250219,000000,6484,0.0,0.52,5.09,-2.96,7.72,0.8,-0.35,-0.35,0.89,2.48,3.19,,7.85,68.34,982.71,388.42,108.1,109.61
20250219,000000,6434,0.0,3.05,7.7,-1.5,1.77,2.29,0.88,0.98,1.3,2.96,2.9,3.97,6.35,68.44,1018.27,454.5,96.51,123.75
20250219,000000,6459,0.0,2.93,8.03,-1.46,3.11,,0.4,0.36,1.25,2.92,3.66,,7.99,64.2,1001.0,349.83,96.43,110.64
20250219,000000,6414,0.0,3.11,8.2,-1.12,2.19,1.92,1.9,1.91,0.83,3.52,3.14,,7.8,74.06,1016.38,498.92,102.99,148.98
20250219,000000,6494,0.0,-1.24,4.29,-5.34,-1.13,-0.6,-0.81,-0.12,0.71,2.52,4.56,,10.17,64.45,940.61,480.0,101.17,133.8
20250219,000000,6439,0.0,2.47,6.93,-1.22,1.41,,0.79,0.99,1.55,3.07,2.66,,7.1,66.28,1019.81,274.67,82.22,67.7
20250219,000000,6455,0.0,3.54,8.39,-0.64,3.19,3.4,1.74,2.03,2.03,3.75,2.6,,8.34,61.52,990.74,395.08,104.38,180.04
20250219,000000,6438,0.0,2.27,6.1,-1.11,1.61,1.51,0.76,0.86,0.97,3.26,3.21,,7.16,64.08,1020.43,0.0,76.48,
20250219,000000,6477,0.0,2.14,7.02,-1.3,1.49,1.05,0.49,0.89,0.71,3.73,2.49,,6.93,61.78,1016.6,397.75,89.65,102.54
20250220,000000,6484,0.68,6.11,10.41,0.93,14.88,5.18,3.24,1.86,1.88,2.41,2.3,,7.85,88.92,984.94,14.83,46.54,4.32
20250220,000000,6472,0.09,7.69,9.91,2.93,7.58,7.28,4.06,2.69,1.94,2.42,4.17,5.54,10.34,82.81,986.99,31.83,49.95,12.49
20250220,000000,6447,0.0,9.31,12.51,4.88,8.85,7.73,5.88,4.86,3.79,3.55,,4.46,11.1,87.24,1008.45,9.42,37.13,6.82
20250220,000000,6477,0.03,8.51,12.78,-0.13,8.33,6.57,5.16,4.22,2.11,3.78,3.28,,9.54,87.85,1016.82,66.5,54.43,18.29
20250220,000000,6434,0.1,9.18,12.62,4.34,7.55,7.8,5.75,4.51,3.56,3.22,4.14,5.07,9.54,87.42,1018.46,0.0,43.79,10.25
20250220,000000,6459,0.06,8.71,11.29,4.04,8.67,,6.0,4.59,3.13,3.05,4.55,,9.1,83.03,1002.23,22.25,52.76,9.23
20250220,000000,6414,0.03,8.93,12.26,2.84,7.72,6.84,6.15,5.45,2.64,3.88,4.23,,10.88,90.4,1016.64,0.5,46.0,4.42
20250220,000000,6464,0.0,8.28,12.27,-0.31,6.84,6.71,4.92,4.13,3.17,3.63,2.79,,9.65,86.28,1018.39,23.25,46.13,8.83
20250220,000000,6494,1.3,3.93,7.54,-1.22,2.69,1.87,-0.02,-0.01,0.71,2.48,3.56,,9.01,93.1,942.86,33.33,52.21,10.0
20250220,000000,6438,0.0,8.23,12.08,1.8,7.36,7.0,5.32,4.41,3.08,3.47,4.2,,10.36,87.57,1019.97,117.08,40.58,
20250220,000000,6418,0.3,8.95,12.12,4.92,,,,,,,6.91,,12.61,85.93,1017.29,0.0,,2.16
20250220,000000,6455,0.06,8.46,11.63,5.15,7.81,7.94,4.61,6.12,3.51,3.87,3.39,,10.92,88.37,992.92,9.0,32.28,5.53
20250220,000000,6439,0.0,9.12,12.78,2.18,6.55,,5.37,4.6,3.43,3.26,2.97,,9.37,85.61,1019.64,12.83,41.31,7.05
20250221,000000,6459,0.0,13.42,17.38,10.95,13.07,,10.09,8.94,6.79,4.4,5.25,,13.61,68.9,998.69,227.83,87.02,81.12
20250221,000000,6472,0.25,12.11,16.39,9.07,11.33,11.52,8.33,7.08,5.61,3.59,4.74,6.85,14.1,69.16,983.86,267.33,78.38,81.98
20250221,000000,6484,0.0,10.68,15.18,7.77,17.97,9.13,7.64,6.06,5.27,3.31,3.35,,11.07,83.76,981.78,268.83,91.34,66.94
20250221,000000,6414,0.06,13.19,16.39,10.37,11.73,10.94,10.13,9.41,5.76,5.27,4.48,,11.75,80.9,1012.54,185.42,68.59,47.14
20250221,000000,6418,0.0,12.8,15.42,10.78,,,,,,,7.74,,14.32,75.35,1013.13,88.83,,27.45
20250221,000000,6438,0.0,14.31,18.74,11.31,12.89,12.92,10.29,9.23,7.23,5.2,5.29,,13.61,72.97,1016.14,233.83,79.94,93.87
20250221,000000,6494,2.0,8.63,13.04,6.64,6.88,7.24,5.03,3.63,2.55,2.51,5.07,,13.0,87.53,940.69,285.25,92.42,105.51
20250221,000000,6434,0.04,13.99,17.76,10.91,11.95,12.93,10.26,8.96,7.54,4.81,5.37,6.5,15.18,74.11,1014.42,300.08,82.53,91.06
20250221,000000,6447,0.13,14.25,18.21,11.27,13.82,12.74,10.22,8.99,7.13,4.82,,5.68,14.56,71.77,1004.71,224.58,75.77,73.21
20250221,000000,6455,0.0,13.18,17.02,10.58,12.01,12.43,8.11,7.43,6.09,4.68,4.24,,14.14,72.59,989.34,272.58,85.03,105.86
20250221,000000,6439,0.0,14.56,18.91,11.36,10.54,,10.18,9.23,7.24,4.78,3.27,,10.71,72.67,1015.88,170.75,71.58,53.05
20250221,000000,6464,0.0,14.04,18.52,10.5,12.27,12.21,9.54,8.48,6.81,4.97,3.94,,12.34,72.84,1014.83,239.75,84.38,80.41
20250221,000000,6477,0.09,13.81,19.09,10.22,12.71,10.6,9.04,7.93,4.93,5.02,3.54,,10.01,73.29,1013.5,296.0,83.08,82.84
20250222,000000,6447,2.85,10.55,12.46,7.78,9.59,9.55,9.01,8.76,8.05,6.21,,4.31,11.88,89.0,1003.93,0.0,22.82,2.82
20250222,000000,6484,3.18,8.76,11.47,6.51,15.42,6.95,6.58,5.67,5.74,4.33,3.33,,10.51,90.55,980.1,0.0,20.24,1.82
20250222,000000,6434,3.37,10.61,13.16,7.25,8.95,9.53,8.97,8.74,8.34,6.32,4.17,5.03,10.71,88.9,1014.06,0.0,28.09,6.36
20250222,000000,6459,1.79,10.3,12.07,7.43,9.56,,8.86,8.56,7.72,5.78,4.76,,11.24,81.35,997.68,0.0,32.19,1.97
20250222,000000,6439,1.75,11.18,13.06,7.79,8.99,,9.34,9.07,8.17,6.16,3.24,,10.94,86.88,1015.03,4.42,27.14,3.3
20250222,000000,6472,0.28,9.48,11.33,6.94,8.84,9.1,7.64,7.23,6.69,5.0,5.0,6.49,14.63,76.98,982.35,0.5,28.71,2.32
20250222,000000,6494,2.9,6.6,8.83,5.17,5.83,6.12,5.67,5.26,4.55,3.29,4.94,,11.34,91.19,938.38,0.0,32.45,2.67
20250222,000000,6418,6.24,9.48,12.38,7.55,,,,,,,6.25,,10.91,90.57,1013.42,0.0,,2.23
20250222,000000,6414,5.12,10.11,12.21,6.97,8.37,8.28,9.03,8.95,6.55,6.64,4.13,,9.89,93.32,1012.47,0.0,21.37,1.85
20250222,000000,6438,1.24,11.05,13.03,7.71,9.26,9.62,9.27,8.97,7.91,6.74,4.39,,11.52,87.91,1015.35,258.17,20.32,9.74
20250222,000000,6455,2.21,9.39,11.89,5.93,7.73,8.81,8.2,8.16,7.27,5.78,3.98,,11.78,89.12,988.24,0.0,30.34,2.54
20250222,000000,6464,3.2,10.97,12.65,9.1,9.27,9.65,9.35,8.95,8.09,6.47,3.44,,8.52,88.18,1013.64,0.58,28.66,2.99
20250222,000000,6477,6.38,11.13,13.53,8.13,10.02,9.57,9.15,8.64,6.29,6.33,3.76,,11.64,87.42,1012.04,0.0,28.14,2.54
20250223,000000,6459,0.03,9.7,13.75,4.82,10.25,,8.56,8.04,7.45,6.31,4.41,,10.53,81.27,1007.5,540.0,127.68,247.83
20250223,000000,6418,0.01,9.78,12.37,6.2,,,,,,,7.97,,16.39,79.6,1022.57,456.08,,183.87
20250223,000000,6477,0.03,10.09,14.46,5.02,8.98,9.53,8.64,8.24,6.28,6.89,3.32,,10.3,83.86,1022.14,550.67,126.42,254.79
20250223,000000,6494,0.0,5.8,9.24,3.69,6.1,6.97,6.54,6.07,5.3,3.9,3.6,,9.32,91.15,947.54,310.42,103.9,130.28
20250223,000000,6439,0.0,10.51,15.27,3.97,8.2,,8.52,8.19,7.57,6.49,3.27,,11.35,80.24,1024.94,521.83,119.36,230.92
20250223,000000,6455,0.0,9.16,13.94,4.63,7.77,8.91,7.52,7.8,6.92,6.27,3.35,,11.52,86.67,997.98,396.17,119.25,216.34
20250223,000000,6447,0.0,10.47,14.78,5.46,9.99,9.81,8.52,8.12,7.6,6.65,,4.42,14.79,81.14,1013.74,488.83,117.86,254.29
20250223,000000,6438,0.0,10.83,15.01,5.35,9.86,10.66,9.35,8.79,7.65,7.11,5.29,,15.18,80.41,1025.19,522.17,114.87,252.45
20250223,000000,6464,0.0,10.62,14.85,5.34,10.34,10.8,9.9,9.39,8.49,7.17,3.43,,9.76,83.33,1023.63,398.08,112.02,179.47
20250223,000000,6472,0.0,8.55,12.86,4.02,8.66,8.9,7.43,6.95,6.6,5.58,3.84,5.36,11.87,80.45,991.97,536.75,127.78,266.12
20250223,000000,6414,0.03,9.91,13.78,5.03,8.51,8.82,8.31,8.04,5.74,6.98,5.17,,13.09,82.53,1021.99,512.08,120.49,218.47
20250223,000000,6434,0.03,10.41,14.34,5.71,8.43,10.28,8.55,8.0,7.6,6.68,4.84,5.79,12.97,81.06,1023.78,534.92,126.64,266.27
20250223,000000,6484,0.0,8.28,13.28,5.98,16.63,8.02,7.54,6.6,6.52,4.87,2.1,,7.85,89.71,989.45,197.33,86.48,65.39
20250224,000000,6414,0.57,10.5,12.34,7.08,8.48,8.55,8.69,8.65,6.41,7.32,6.18,,13.73,82.86,1013.08,33.42,37.63,11.65
20250224,000000,6459,1.03,10.25,12.31,7.84,9.47,,8.46,8.31,7.88,6.72,5.52,,14.77,78.45,999.17,7.25,38.89,5.83
20250224,000000,6464,1.06,11.33,13.69,8.1,8.96,9.54,9.15,9.07,8.66,7.72,4.16,,12.06,79.98,1014.67,12.83,29.31,5.91
20250224,000000,6418,2.34,10.02,11.96,7.66,,,,,,,9.21,,17.6,80.95,1013.43,39.33,,13.41
20250224,000000,6438,0.84,11.2,12.98,8.26,9.07,9.69,8.96,8.8,7.99,7.55,6.74,,17.3,79.67,1016.11,160.83,29.6,24.86
20250224,000000,6447,0.45,10.97,12.88,7.94,9.95,9.74,8.81,8.63,8.19,7.07,,5.68,14.91,80.78,1005.1,19.08,33.07,7.18
20250224,000000,6472,2.84,9.0,11.21,5.7,8.17,8.49,7.37,7.15,6.98,6.0,5.68,7.24,15.98,78.87,984.14,0.0,33.46,2.92
20250224,000000,6494,5.2,6.39,8.57,5.21,5.93,6.09,5.79,5.55,5.2,4.33,5.47,,13.49,91.14,939.94,2.08,42.18,3.43
20250224,000000,6484,2.56,8.38,10.83,6.43,15.47,6.99,6.74,5.87,6.16,5.25,3.19,,10.33,92.47,982.3,0.0,28.91,1.66
20250224,000000,6439,0.13,11.81,13.86,9.2,8.92,,8.98,8.82,8.24,6.91,4.86,,13.55,77.33,1016.0,28.58,31.74,11.31
20250224,000000,6434,0.9,10.88,12.61,8.09,8.64,9.53,8.61,8.49,8.31,7.11,6.06,7.14,15.3,80.25,1014.89,14.75,32.63,11.14
20250224,000000,6477,0.27,11.04,13.28,7.71,9.83,9.12,8.84,8.6,6.64,7.31,5.05,,13.32,82.79,1013.44,2.67,32.68,4.18
20250224,000000,6455,2.79,9.31,12.05,7.26,7.9,8.73,7.99,9.03,7.56,6.65,4.46,,15.77,88.02,989.99,29.83,40.8,10.45
20250225,000000,6439,6.96,8.99,12.22,5.68,8.15,,8.41,8.21,7.75,7.02,2.17,,7.74,92.17,1012.75,44.08,57.31,13.6
20250225,000000,6484,5.1,6.77,8.1,5.63,14.83,6.45,6.75,6.15,6.48,5.49,2.45,,7.67,99.52,974.37,0.0,27.79,1.66
20250225,000000,6494,7.5,4.77,7.5,2.93,5.63,5.89,5.9,5.75,5.42,4.58,2.68,,8.82,93.55,934.09,125.33,64.83,26.74
20250225,000000,6418,1.33,7.05,9.16,6.3,,,,,,,3.84,,8.23,94.95,1012.38,19.67,,7.22
20250225,000000,6459,3.29,8.62,11.05,6.01,9.02,,8.1,7.79,7.52,6.9,3.65,,11.68,86.06,994.3,192.33,75.18,54.88
20250225,000000,6464,5.81,8.96,12.49,5.22,7.61,8.43,8.29,8.14,7.86,7.71,1.71,,6.95,90.42,1011.22,161.67,70.69,35.56
20250225,000000,6414,1.22,7.91,10.46,4.98,7.05,6.43,7.57,7.56,5.77,7.43,2.6,,7.74,95.67,1010.83,0.0,31.66,4.56
20250225,000000,6477,6.32,9.24,12.22,5.46,8.62,8.76,8.34,8.07,6.38,7.44,2.67,,7.1,86.15,1008.88,259.5,84.22,84.26
20250225,000000,6434,1.65,8.79,11.73,6.1,8.68,8.78,8.26,7.99,7.83,7.21,3.04,3.69,9.37,92.1,1012.05,20.25,52.95,19.02
20250225,000000,6438,2.86,8.77,12.08,4.65,7.94,8.31,8.24,7.99,7.26,7.51,2.81,,8.03,92.65,1013.48,64.58,50.31,19.25
20250225,000000,6455,10.12,7.65,10.18,5.59,6.84,7.83,7.36,8.04,7.21,6.88,2.14,,9.29,95.57,984.01,47.5,41.53,14.75
20250225,000000,6447,8.36,8.91,12.56,5.73,8.87,8.81,8.48,8.29,7.94,7.25,,3.45,10.69,90.74,1001.23,155.17,73.38,38.15
20250225,000000,6472,11.46,6.62,9.83,3.7,5.95,6.21,6.07,6.03,6.23,6.09,2.77,3.8,8.69,91.38,977.9,193.75,60.03,40.62
20250226,000000,6418,3.72,7.01,9.27,3.78,,,,,,,5.59,,16.26,86.57,1013.34,299.92,,144.8
20250226,000000,6447,2.57,6.77,10.05,3.73,7.09,7.3,7.54,7.67,7.76,7.43,,3.99,14.68,88.08,1003.72,319.0,96.74,154.08
20250226,000000,6477,4.67,7.25,10.65,4.19,7.63,8.4,8.11,8.03,6.6,7.59,4.2,,11.11,85.39,1011.47,329.0,102.89,128.09
20250226,000000,6434,6.23,6.88,10.26,3.34,6.38,7.31,7.14,7.2,7.38,7.27,4.46,5.37,14.02,87.53,1014.06,367.83,100.27,161.04
20250226,000000,6438,4.51,7.56,10.83,5.03,7.64,7.61,7.88,7.77,7.21,7.54,5.0,,11.81,85.0,1015.17,375.75,101.85,183.95
20250226,000000,6414,14.39,6.53,9.79,2.77,5.1,5.4,6.58,6.73,5.37,7.34,4.27,,12.04,89.21,1012.57,279.75,87.02,131.01
20250226,000000,6439,3.39,7.43,10.75,4.05,7.4,,7.81,7.8,7.69,7.16,3.58,,10.76,85.49,1014.85,357.58,109.42,165.13
20250226,000000,6464,5.3,7.31,10.69,3.0,7.02,7.96,8.44,8.38,8.12,7.81,3.19,,9.76,85.61,1013.25,365.58,111.9,165.15
20250226,000000,6472,4.75,5.25,7.87,3.5,6.1,5.81,6.05,6.07,6.27,6.13,4.83,5.9,13.81,85.42,981.35,213.25,87.37,87.98
20250226,000000,6494,20.3,2.27,6.24,-0.02,3.26,4.1,4.28,4.48,4.7,4.69,4.23,,12.26,92.54,936.21,212.5,88.44,102.46
20250226,000000,6459,4.03,6.48,9.33,4.05,7.39,,7.06,7.08,7.31,7.0,4.96,,13.67,83.61,997.29,378.08,110.05,161.92
20250226,000000,6484,4.27,5.07,7.44,3.27,12.07,5.63,5.85,5.44,6.07,5.6,3.81,,11.01,90.66,978.73,62.67,68.24,23.76
20250226,000000,6455,2.85,5.49,8.3,3.06,5.8,6.8,7.06,7.86,7.1,6.95,3.67,,13.97,91.62,987.8,195.09,78.13,74.27
20250227,000000,6464,3.53,6.03,9.14,4.0,5.75,6.53,7.34,7.46,7.49,7.77,3.19,,8.24,90.01,1013.88,245.92,88.93,85.82
20250227,000000,6438,1.93,6.16,8.11,4.81,6.46,6.01,6.59,6.67,6.43,7.37,5.14,,13.32,88.41,1016.31,149.08,63.61,61.77
20250227,000000,6418,1.95,5.86,6.99,3.43,,,,,,,5.91,,13.71,88.05,1015.81,50.08,,18.23
20250227,000000,6414,3.45,5.18,6.98,2.44,4.43,4.51,5.36,5.55,4.5,7.02,4.91,,12.62,92.48,1015.0,84.08,60.45,28.76
20250227,000000,6434,2.21,5.61,7.54,3.42,5.55,5.73,5.95,6.16,6.54,7.01,4.25,5.23,11.93,89.54,1015.78,155.08,67.69,51.6
20250227,000000,6484,4.07,4.1,6.91,1.88,11.95,4.9,5.31,4.96,5.67,5.55,2.73,,9.58,94.74,979.36,92.58,74.7,34.13
20250227,000000,6472,5.92,4.03,6.13,3.02,4.84,4.5,5.11,5.26,5.67,6.04,4.28,5.14,11.28,89.4,982.01,131.0,68.01,54.02
20250227,000000,6477,5.15,5.73,7.74,3.82,5.54,6.54,6.6,6.82,5.9,7.5,3.65,,12.8,93.11,1011.98,196.58,67.18,69.78
20250227,000000,6455,6.21,4.06,6.3,2.6,4.18,5.46,6.17,7.01,6.57,6.92,2.67,,10.43,96.01,988.79,80.58,55.98,36.06
20250227,000000,6459,1.97,4.75,6.03,2.92,4.65,,5.02,5.36,6.2,6.81,4.98,,12.73,89.99,998.24,118.75,60.42,47.13
20250227,000000,6494,8.7,1.04,3.72,-0.03,2.32,2.1,2.48,3.0,3.76,4.53,4.09,,11.28,97.09,936.38,31.5,50.46,16.81
20250227,000000,6439,2.66,6.09,8.62,4.49,6.44,,6.53,6.68,6.93,7.04,3.82,,12.62,88.9,1015.95,170.08,71.66,66.3
20250227,000000,6447,3.39,5.1,6.91,3.26,4.64,5.04,5.6,6.08,6.68,7.24,,3.66,11.1,94.19,1004.92,100.42,45.83,37.8
20250228,000000,6464,0.16,5.16,8.55,-0.09,4.55,6.02,6.84,7.13,7.3,7.63,2.17,,7.57,85.93,1023.74,281.17,97.1,129.49
20250228,000000,6484,2.13,2.69,5.95,-1.78,10.84,3.39,4.08,4.08,5.08,5.42,2.37,,9.34,94.36,985.52,47.75,54.99,17.28
20250228,000000,6447,1.49,5.43,8.41,2.83,5.98,6.04,6.24,6.48,6.66,6.91,,3.76,9.49,84.12,1013.94,309.83,101.59,151.41
20250228,000000,6494,7.9,0.08,1.33,-0.69,1.34,0.82,1.18,1.69,2.59,4.18,,,,99.47,943.53,10.25,44.26,7.1
20250228,000000,6459,0.79,4.72,7.92,1.57,5.31,,5.26,5.46,5.95,6.45,4.34,,8.82,83.22,1006.66,233.25,91.27,93.39
20250228,000000,6434,0.16,5.91,8.59,2.71,5.35,6.21,5.94,6.17,6.46,6.8,3.98,4.75,11.4,84.07,1025.35,355.33,91.58,144.83
20250228,000000,6438,1.75,5.41,8.96,0.29,4.56,6.03,6.7,6.7,6.34,7.14,2.91,,8.9,85.36,1026.52,36.58,83.63,
20250228,000000,6472,3.42,3.18,5.36,1.26,3.22,3.53,4.37,4.69,5.21,5.8,2.94,3.85,9.05,90.64,989.29,92.92,63.86,39.75
20250228,000000,6439,1.2,5.71,9.33,1.03,5.91,,6.57,6.68,6.82,6.86,2.74,,8.38,83.12,1025.6,265.33,89.22,110.99
20250228,000000,6477,1.62,5.01,8.29,0.04,3.73,5.74,6.13,6.49,5.61,7.24,2.43,,7.33,89.19,1021.05,65.08,56.76,31.08
20250228,000000,6414,2.58,5.17,8.53,2.67,3.5,4.35,5.23,5.5,4.43,6.72,3.4,,11.75,89.78,1024.47,242.17,81.84,112.74
20250228,000000,6418,2.09,5.88,6.57,5.33,,,,,,,5.7,,11.33,89.15,1026.19,255.17,,106.02
20250228,000000,6455,1.13,3.78,7.31,0.12,3.14,4.97,5.73,6.74,6.19,6.75,2.23,,8.36,89.7,996.13,114.16,62.77,56.76
20250301,000000,6477,0.0,2.21,4.77,-1.37,1.02,3.29,3.83,4.48,4.26,6.8,2.02,,6.06,93.53,1028.57,0.0,34.18,1.75
20250301,000000,6439,0.0,3.75,7.05,0.54,4.78,,4.85,5.07,5.54,6.48,2.41,,7.45,87.65,1032.78,61.0,71.87,29.02
20250301,000000,6447,0.0,3.26,6.0,0.94,3.22,3.62,4.25,4.8,5.57,6.67,,3.05,8.96,88.48,1020.71,103.0,61.92,28.72
20250301,000000,6414,0.0,4.01,7.07,0.3,2.13,3.61,4.36,4.56,3.64,6.38,2.87,,7.97,86.62,1030.62,415.42,107.87,154.01
20250301,000000,6418,0.0,5.38,6.91,3.92,,,,,,,3.89,,7.62,84.55,1032.58,289.58,,126.88
20250301,000000,6455,0.07,0.53,3.41,-2.56,-1.96,1.14,3.07,4.05,4.65,6.44,1.53,,7.7,95.18,1002.3,1.58,39.63,2.67
20250301,000000,6464,0.0,2.89,6.09,-1.76,2.49,3.77,4.69,5.15,5.75,7.21,1.46,,6.11,90.7,1031.26,6.5,49.3,4.56
20250301,000000,6438,0.0,3.51,8.01,-0.74,2.99,4.31,5.22,5.3,5.21,6.74,2.17,,6.17,88.56,1033.64,146.33,86.13,76.42
20250301,000000,6459,0.0,2.05,4.39,0.09,1.81,,2.67,3.25,4.6,6.1,3.48,,7.66,91.53,1013.38,0.0,42.22,1.81
20250301,000000,6484,0.09,2.58,6.18,-1.82,9.19,3.03,2.64,2.56,3.77,5.02,3.67,,10.45,84.75,991.14,346.58,105.98,116.08
20250301,000000,6434,0.0,3.58,7.58,-0.84,4.06,3.98,4.34,4.7,5.24,6.43,2.58,3.53,6.99,86.12,1031.96,224.92,80.3,79.47
20250301,000000,6472,0.0,1.54,3.95,-0.47,1.63,2.05,2.87,3.38,4.21,5.45,3.48,4.55,10.1,90.71,995.58,238.58,91.66,77.42
20250301,000000,6494,0.0,-0.53,0.31,-1.61,1.38,1.49,1.75,1.98,2.42,3.77,,,,97.7,950.11,9.08,59.43,8.1
20250302,000000,6439,0.0,3.92,9.67,-0.72,4.42,,5.53,5.58,5.72,6.22,1.89,,6.87,84.11,1033.35,592.58,145.77,275.67
20250302,000000,6447,0.0,3.93,9.84,-0.08,3.29,4.31,4.44,4.74,5.21,6.23,,2.82,6.64,81.0,1021.28,512.83,142.21,286.23
20250302,000000,6418,0.0,4.66,6.64,2.24,,,,,,,2.91,,6.95,83.75,1033.09,610.08,,277.28
20250302,000000,6414,0.0,3.22,8.97,-1.32,0.41,3.93,4.42,4.52,3.45,6.07,1.98,,5.65,86.52,1031.19,585.33,147.28,291.98
20250302,000000,6434,0.0,2.87,9.24,-2.32,2.9,3.87,4.35,4.5,4.83,5.99,1.78,2.76,5.94,84.8,1032.53,585.17,150.01,305.18
20250302,000000,6438,0.0,3.04,9.28,-2.28,1.92,5.4,5.5,5.3,4.92,6.33,1.5,,5.13,85.2,1034.25,185.67,142.73,89.15
20250302,000000,6459,0.06,2.87,7.79,-0.51,2.52,,3.2,3.29,4.07,5.5,2.91,,6.18,84.13,1014.12,529.0,142.19,235.17
20250302,000000,6477,0.0,3.38,9.35,-1.64,2.5,5.1,4.83,4.93,4.08,6.28,1.9,,6.87,83.39,1029.33,589.25,153.96,295.66
20250302,000000,6484,0.0,3.76,9.38,-1.82,10.67,4.54,3.77,3.38,4.12,4.71,3.14,,8.41,74.26,992.6,620.58,152.73,241.87
20250302,000000,6455,0.0,2.54,8.87,-2.29,2.92,4.93,4.42,4.48,4.45,5.82,1.49,,5.82,85.29,1003.09,504.67,148.78,308.89
20250302,000000,6472,0.06,2.96,8.98,-1.36,3.44,4.04,3.64,3.62,3.96,5.01,3.16,4.18,8.46,80.68,996.57,611.92,156.03,335.53
20250302,000000,6464,0.0,3.1,9.45,-2.01,3.05,5.38,5.42,5.52,5.72,6.71,1.29,,5.44,86.36,1031.89,607.17,152.16,301.11
20250302,000000,6494,0.0,1.24,6.24,-2.58,0.43,3.21,2.84,2.69,2.72,3.62,2.57,,7.41,80.83,951.4,568.25,164.46,324.51
20250303,000000,6439,0.0,3.74,11.98,-2.17,3.94,,5.63,5.55,5.56,6.07,0.9,,4.25,83.19,1028.7,610.58,149.69,294.35
20250303,000000,6477,0.05,3.24,12.59,-3.82,2.02,5.48,4.88,4.92,4.07,6.19,0.98,,4.19,79.66,1024.82,618.17,159.73,320.56
20250303,000000,6418,0.02,4.81,7.85,2.25,,,,,,,1.91,,4.88,89.09,1028.5,613.92,,288.27
20250303,000000,6455,0.09,3.08,11.32,-3.54,1.59,4.83,4.57,4.61,4.72,5.73,1.18,,5.05,76.82,999.27,603.75,157.88,373.03
20250303,000000,6472,0.0,4.12,10.93,-2.65,3.32,4.46,3.73,3.69,4.05,4.91,2.18,2.89,5.75,66.0,992.84,634.5,162.6,375.5
20250303,000000,6464,0.03,3.33,12.04,-3.05,3.24,5.91,5.52,5.52,5.64,6.55,0.67,,3.36,83.38,1027.18,620.17,155.95,310.82
20250303,000000,6484,0.0,3.48,12.55,-3.31,11.38,4.9,3.74,3.32,4.1,4.7,2.53,,7.05,72.71,989.16,623.5,161.09,260.38
20250303,000000,6434,0.0,3.13,10.91,-2.68,3.04,4.58,4.67,4.59,4.76,5.75,1.03,1.87,5.42,84.89,1027.91,611.75,148.72,309.62
20250303,000000,6438,0.07,3.98,11.52,-2.79,2.79,6.14,5.92,5.6,5.03,6.15,1.21,,4.66,83.61,1029.46,271.0,143.55,87.93
20250303,000000,6447,0.0,4.72,11.82,-1.24,2.47,4.83,4.61,4.76,5.11,6.01,,2.02,4.73,74.94,1016.84,550.25,146.98,314.55
20250303,000000,6414,0.0,3.4,10.12,-2.56,0.14,4.19,4.6,4.62,3.38,5.89,1.31,,5.13,86.66,1026.65,609.75,148.7,298.52
20250303,000000,6459,0.0,3.83,9.99,-1.73,3.4,,4.14,3.9,4.3,5.27,1.52,,4.91,75.87,1009.86,643.5,163.82,329.02
20250303,000000,6494,0.0,3.62,11.43,-2.23,-0.04,3.47,3.09,3.0,3.03,3.67,1.95,,5.14,61.27,948.11,570.67,168.39,340.92
20250304,000000,6418,0.02,4.9,8.08,-0.04,,,,,,,1.88,,4.15,88.92,1025.27,594.17,,286.3
20250304,000000,6439,0.03,4.22,14.13,-2.2,3.84,,5.67,5.62,5.62,6.03,0.75,,3.21,80.08,1025.73,570.75,138.59,250.89
20250304,000000,6477,0.0,4.28,14.27,-3.04,2.87,5.78,5.3,5.29,4.24,6.18,0.97,,4.49,77.58,1021.87,597.67,152.98,276.18
20250304,000000,6438,0.0,4.49,13.64,-2.86,3.15,6.25,6.27,5.93,5.31,6.16,0.94,,3.61,81.51,1026.41,173.42,142.45,
20250304,000000,6459,0.03,4.81,12.18,-0.96,4.03,,4.7,4.45,4.68,5.31,1.59,,5.35,75.87,1007.03,555.0,153.57,253.22
20250304,000000,6464,0.0,4.24,14.74,-2.78,3.89,6.49,5.88,5.83,5.84,6.5,0.57,,3.42,79.22,1024.2,610.33,155.37,291.51
20250304,000000,6484,0.0,4.49,14.04,-2.47,12.2,5.19,4.01,3.54,4.26,4.7,2.42,,9.21,66.45,986.86,579.0,154.83,212.52
20250304,000000,6434,0.03,4.19,14.48,-2.09,3.48,4.96,5.02,4.88,4.94,5.68,0.83,1.58,3.85,79.6,1024.87,550.17,143.93,285.66
20250304,000000,6455,0.0,5.21,15.23,-2.71,3.62,6.09,5.27,5.08,5.03,5.7,1.03,,4.69,71.81,996.59,553.16,150.88,312.96
20250304,000000,6414,0.0,4.96,13.56,-1.87,1.5,5.29,5.49,5.35,3.63,5.84,0.94,,3.96,81.15,1023.56,603.08,151.16,308.41
