DateKey,TimeKey,WeatherStationID,PrecipQuantity,TempAvg,TempMax,TempMin,TempGrassPt100Avg,TempSoilAvg,TempSoilAvg5cm,TempSoilAvg10cm,TempSoilAvg20cm,TempSoilAvg50cm,WindSpeed10m,WindSpeedAvg30m,WindGustsSpeed,HumidityRelShelterAvg,Pressure,SunDuration,ShortWaveFromSkyAvg,SunIntAvg
20250209,000000,6414,11.75,4.55,6.51,3.2,4.34,4.13,4.87,4.87,3.46,5.19,2.27,,4.78,94.88,1024.48,44.08,35.25,11.32
20250209,000000,6438,0.0,5.07,7.17,3.44,5.22,5.08,5.4,5.32,4.9,5.53,1.81,,6.29,88.53,1027.68,8.0,39.77,7.69
20250209,000000,6447,0.76,4.76,5.93,3.66,4.46,4.66,4.82,4.87,4.9,4.96,,1.6,5.09,92.77,1015.11,0.0,20.26,2.25
20250209,000000,6464,0.0,4.16,6.96,1.56,3.17,3.9,4.23,4.4,4.5,5.3,1.12,,5.49,91.61,1025.39,0.0,34.11,2.33
20250209,000000,6477,0.0,4.67,7.3,1.38,4.47,4.78,4.7,4.68,3.57,5.25,1.44,,4.78,91.98,1022.96,0.0,34.98,2.69
20250209,000000,6434,0.88,4.72,6.17,3.53,4.88,4.66,4.78,4.82,4.91,5.01,1.56,1.99,3.96,92.04,1026.09,0.0,22.29,6.49
20250209,000000,6455,9.1,3.38,6.75,0.96,3.3,5.13,5.58,5.58,5.06,5.01,1.14,,4.35,92.78,997.43,259.42,74.1,112.84
20250209,000000,6418,2.95,4.75,5.39,4.05,,,,,,,2.82,,9.08,90.21,1026.44,0.0,,1.68
20250209,000000,6459,3.17,4.05,5.79,2.74,4.32,,4.55,4.51,4.57,4.57,1.64,,4.69,90.8,1008.13,46.58,33.09,10.41
20250209,000000,6439,0.0,5.23,7.37,2.76,5.39,,5.54,5.47,5.3,5.16,1.34,,4.6,88.39,1026.9,12.42,35.16,5.27
20250209,000000,6484,3.1,3.23,5.51,0.37,13.07,3.88,3.98,3.44,3.84,3.74,1.43,,4.45,94.33,987.69,53.17,49.28,13.3
20250209,000000,6494,0.0,1.08,3.01,-1.34,1.51,0.85,0.87,1.01,1.34,2.73,1.39,,4.59,93.07,945.91,0.0,33.48,2.89
20250209,000000,6472,2.99,3.73,5.48,1.62,4.14,4.07,4.3,4.16,4.08,3.96,1.71,2.26,4.52,88.11,991.16,14.5,41.33,8.92
20250210,000000,6447,11.92,2.77,4.33,1.63,2.77,2.96,3.64,4.04,4.53,5.16,,4.02,10.39,94.77,1008.55,0.0,23.56,2.45
20250210,000000,6455,8.04,3.39,5.72,0.74,3.03,3.9,4.61,6.93,4.56,5.26,2.07,,11.05,97.12,990.24,1.17,18.6,2.06
20250210,000000,6464,8.03,2.47,3.93,0.72,1.96,2.48,3.18,3.58,4.04,5.36,3.6,,10.04,89.48,1020.04,0.0,24.79,2.03
20250210,000000,6477,4.23,3.26,5.16,1.47,3.06,3.45,3.87,4.24,3.54,5.45,4.27,,10.12,91.18,1017.17,6.17,23.75,3.32
20250210,000000,6414,4.35,2.68,3.86,1.81,2.42,2.42,3.32,3.64,3.06,5.4,4.29,,9.08,93.86,1018.23,0.0,20.42,1.57
20250210,000000,6438,6.9,2.48,3.51,1.15,2.37,2.3,3.2,3.54,3.81,5.59,4.54,,9.72,89.25,1022.2,0.0,20.39,2.65
20250210,000000,6439,11.88,2.9,4.02,1.46,3.17,,3.32,3.72,4.44,5.29,4.29,,10.12,89.73,1021.04,0.0,23.3,2.39
20250210,000000,6484,8.87,3.08,5.77,1.32,9.91,2.6,2.95,2.67,3.51,3.96,3.52,,11.56,97.4,981.28,0.0,14.27,1.53
20250210,000000,6418,1.83,2.72,4.06,1.84,,,,,,,7.96,,13.28,87.52,1020.79,0.0,,1.45
20250210,000000,6494,2.3,0.58,2.78,-1.3,1.44,0.78,0.82,1.03,1.47,2.79,4.3,,14.47,97.55,940.28,0.0,26.86,1.8
20250210,000000,6434,5.72,2.84,4.2,1.76,3.41,2.78,3.13,3.56,4.18,5.17,4.3,5.57,8.96,90.46,1019.8,1.0,20.8,5.24
20250210,000000,6459,12.46,2.86,4.44,1.52,3.02,,3.48,3.7,4.27,4.8,3.98,,7.99,94.91,1001.39,0.0,22.88,1.57
20250210,000000,6472,3.41,3.6,5.0,1.99,3.63,3.67,3.74,3.86,4.09,4.32,4.12,5.26,12.81,88.2,984.38,17.67,31.58,7.89
20250211,000000,6414,3.35,3.64,5.19,2.22,3.5,3.19,3.91,3.99,2.89,5.19,2.6,,7.28,97.28,1014.23,0.0,13.8,1.62
20250211,000000,6439,14.53,2.7,4.46,0.21,1.99,,2.07,2.46,3.3,4.83,1.88,,5.94,98.52,1016.45,0.0,9.82,1.55
20250211,000000,6464,5.54,3.37,4.76,0.49,2.48,2.87,3.33,3.56,3.82,5.17,2.97,,8.07,95.68,1015.1,0.0,12.62,1.68
20250211,000000,6494,2.0,-0.59,1.54,-1.81,0.62,0.12,0.53,0.94,1.58,2.86,,,,98.17,937.5,0.0,10.95,1.65
20250211,000000,6447,13.65,2.89,3.86,1.05,2.67,2.78,3.09,3.39,3.89,4.96,,3.34,8.96,99.87,1004.99,0.0,6.59,1.72
20250211,000000,6459,7.83,2.67,3.79,0.52,2.49,,2.9,3.17,3.79,4.67,3.91,,10.25,94.02,998.48,0.0,16.97,1.47
20250211,000000,6418,15.17,2.84,4.01,1.18,,,,,,,3.7,,8.35,96.28,1015.56,0.0,,1.47
20250211,000000,6434,22.11,2.06,3.82,0.14,0.62,0.46,0.73,1.49,2.53,4.62,2.22,2.88,7.22,97.8,1015.62,0.0,16.81,5.67
20250211,000000,6438,3.72,2.9,4.78,0.98,2.97,2.61,3.26,3.37,3.36,5.16,3.4,,8.44,97.51,1016.86,77.58,10.83,
20250211,000000,6477,6.93,4.09,5.37,2.46,3.4,3.96,4.16,4.32,3.4,5.37,3.61,,12.04,92.19,1013.42,0.0,19.44,1.57
20250211,000000,6455,0.74,1.83,2.75,0.94,1.71,2.6,4.06,6.55,4.17,5.22,3.06,,11.94,97.68,988.8,0.0,14.17,2.3
20250211,000000,6472,0.54,2.13,3.07,1.47,2.46,2.43,2.92,3.23,3.72,4.4,4.72,5.64,16.57,87.63,982.56,54.83,36.17,27.04
20250211,000000,6484,0.0,1.68,3.76,-1.08,9.11,1.5,2.24,2.32,3.38,3.97,3.09,,11.01,93.04,980.01,0.0,15.47,1.55
20250212,000000,6459,0.0,3.15,4.57,2.23,3.17,,3.26,3.34,3.71,4.52,1.83,,4.03,89.42,999.01,0.0,25.24,2.01
20250212,000000,6464,0.0,3.77,5.49,1.98,3.4,4.0,4.32,4.35,4.3,5.18,1.13,,3.64,94.71,1015.79,30.58,32.65,11.69
20250212,000000,6484,0.05,-0.36,4.32,-4.32,7.86,1.09,0.98,1.0,2.26,3.72,2.0,,5.56,92.12,978.73,337.58,85.25,114.14
20250212,000000,6438,0.0,4.49,5.78,3.58,4.5,4.2,4.47,4.42,4.08,5.18,2.38,,5.36,92.68,1017.9,0.0,25.58,2.58
20250212,000000,6434,0.0,3.66,5.52,1.13,2.69,3.2,3.04,2.99,3.05,4.06,1.82,2.36,4.19,94.22,1016.66,0.0,30.58,8.7
20250212,000000,6455,0.0,2.16,3.93,1.1,2.4,3.42,4.2,4.54,3.94,5.06,0.73,,2.4,94.64,988.79,15.08,22.27,7.2
20250212,000000,6477,0.0,3.65,5.51,1.84,3.28,4.18,4.29,4.42,3.49,5.4,1.29,,3.79,94.04,1013.63,0.0,28.77,4.04
20250212,000000,6447,0.0,3.66,4.8,2.63,3.68,3.65,3.85,3.94,4.11,4.82,,1.82,4.61,94.84,1005.87,0.0,23.86,2.28
20250212,000000,6414,0.18,3.93,5.88,2.72,3.15,3.37,4.11,4.21,3.13,5.24,1.89,,7.28,94.94,1015.36,28.75,28.63,9.9
20250212,000000,6439,0.0,4.04,5.55,2.58,3.9,,3.84,3.85,3.87,4.55,1.47,,3.9,93.67,1017.37,0.0,28.01,1.61
20250212,000000,6494,0.0,-1.08,0.53,-4.02,0.13,0.46,0.63,0.87,1.41,2.85,,,,94.82,937.01,130.5,42.45,56.12
20250212,000000,6418,0.21,4.52,6.01,3.62,,,,,,,2.96,,6.95,94.0,1016.68,5.5,,6.76
20250212,000000,6472,0.0,2.08,3.33,1.08,2.32,2.29,2.78,2.97,3.36,4.24,1.06,1.42,2.46,81.32,982.33,4.75,25.69,2.87
20250213,000000,6477,0.49,1.14,3.38,-1.16,0.91,2.55,3.11,3.7,3.32,5.45,2.47,,6.93,95.09,1016.6,0.0,8.77,1.48
20250213,000000,6418,0.23,3.26,4.26,1.74,,,,,,,5.93,,12.06,78.35,1020.99,27.92,,7.47
20250213,000000,6484,0.0,0.66,3.38,-1.83,8.68,0.6,0.66,0.69,1.89,3.38,2.55,,8.84,89.65,980.42,37.33,32.18,15.78
20250213,000000,6439,0.0,1.23,3.44,-1.72,1.77,,2.4,2.86,3.68,4.75,2.04,,8.26,92.63,1021.03,0.0,15.53,1.68
20250213,000000,6438,0.0,1.44,3.76,-0.96,1.3,1.83,3.02,3.4,3.69,5.33,2.5,,8.61,90.29,1021.87,11.58,24.87,5.24
20250213,000000,6447,0.04,1.21,3.41,-2.12,0.84,1.44,2.37,3.05,3.89,4.91,,2.89,8.07,92.34,1009.07,0.0,9.97,1.94
20250213,000000,6434,0.49,1.93,3.24,-1.03,2.31,1.85,2.4,2.83,3.39,4.39,2.92,3.44,8.38,88.09,1020.39,2.17,23.73,6.23
20250213,000000,6455,0.0,1.09,3.52,-1.6,1.11,2.24,3.84,4.62,3.93,5.02,2.1,,7.02,94.04,991.03,0.0,17.65,2.41
20250213,000000,6459,0.03,0.95,3.05,-1.56,1.1,,2.06,2.58,3.55,4.51,3.79,,9.04,92.07,1001.79,0.0,13.92,1.52
20250213,000000,6494,2.2,-2.61,-0.51,-5.66,0.19,-0.23,0.29,0.65,1.27,2.79,,,,98.47,938.38,0.0,13.9,1.69
20250213,000000,6464,0.06,0.79,3.52,-2.01,0.71,1.66,2.84,3.42,4.09,5.35,1.68,,6.45,94.67,1019.27,0.0,13.59,1.73
20250213,000000,6472,0.06,0.43,2.33,-2.24,0.52,0.62,1.72,2.26,3.02,4.16,2.83,3.47,7.34,92.7,984.32,0.33,13.84,1.73
20250213,000000,6414,1.21,2.16,3.78,-0.81,1.22,1.91,2.87,3.27,2.85,5.3,2.47,,8.79,88.59,1019.25,9.67,19.71,4.15
20250214,000000,6439,0.0,-1.2,1.83,-4.16,-0.79,,0.31,0.89,2.1,4.24,1.27,,4.95,94.08,1026.86,126.67,41.4,29.33
20250214,000000,6434,0.0,-0.54,2.65,-3.08,-0.92,-0.02,1.0,1.44,2.19,4.14,2.34,3.23,6.75,88.14,1025.74,417.92,92.72,142.91
20250214,000000,6418,0.0,1.01,2.99,-0.82,,,,,,,3.65,,7.93,82.25,1025.94,423.83,,176.61
20250214,000000,6459,0.0,-0.71,0.92,-2.92,-0.52,,0.12,0.66,2.11,4.15,2.6,,6.34,86.7,1007.45,123.58,51.73,37.08
20250214,000000,6438,0.0,-0.79,1.99,-3.37,-2.13,0.09,1.13,1.56,2.09,4.76,1.68,,7.04,92.68,1027.59,154.42,48.02,51.13
20250214,000000,6447,0.0,-0.79,1.38,-3.8,-1.34,-0.02,0.59,1.25,2.4,4.47,,2.42,6.22,90.96,1014.7,229.42,64.46,83.95
20250214,000000,6414,0.0,-0.17,3.46,-3.04,-2.11,0.84,1.51,1.84,1.64,4.88,2.21,,6.64,86.39,1024.13,527.5,107.83,232.54
20250214,000000,6472,0.0,-1.12,0.93,-4.0,-0.67,-0.54,0.07,0.72,1.79,3.77,3.04,3.86,7.46,78.28,990.02,188.58,54.73,83.36
20250214,000000,6484,0.0,-0.69,1.02,-4.41,6.62,-0.07,-0.01,0.16,1.51,3.17,2.94,,9.46,76.23,986.2,173.75,59.14,55.93
20250214,000000,6455,0.0,-0.46,2.0,-3.36,-0.04,1.13,2.11,3.33,3.0,4.84,2.08,,6.94,77.65,996.43,371.85,87.04,157.46
20250214,000000,6477,0.0,-0.44,2.09,-3.97,-1.12,0.97,1.4,2.06,2.03,5.01,1.24,,5.07,94.69,1022.84,68.25,38.29,19.06
20250214,000000,6464,0.0,-1.2,1.58,-4.27,-1.71,-0.03,0.91,1.6,2.59,4.9,0.88,,4.88,95.6,1025.34,0.0,31.71,2.19
20250214,000000,6494,0.0,-4.23,-2.77,-6.24,-0.64,-0.6,0.12,0.49,1.13,2.75,,,,94.23,944.09,0.0,34.42,2.41
20250215,000000,6414,0.57,0.35,2.98,-3.1,-1.33,-0.09,0.62,1.03,0.91,4.36,2.21,,6.17,82.51,1019.81,306.42,69.09,64.37
20250215,000000,6434,0.03,0.1,3.27,-4.98,0.44,0.86,0.44,0.86,1.61,3.72,2.37,3.26,7.92,81.16,1021.48,407.33,85.11,101.89
20250215,000000,6455,0.0,0.46,2.24,-0.95,0.87,1.76,2.18,2.7,2.72,4.5,1.72,,6.09,72.83,992.31,161.0,64.46,42.77
20250215,000000,6459,0.28,0.78,2.42,-0.74,1.9,,1.41,1.5,2.1,3.64,2.88,,6.4,72.52,1003.2,214.5,84.02,55.3
20250215,000000,6477,0.0,1.42,3.2,0.27,1.6,2.11,2.47,2.78,2.19,4.66,2.52,,7.28,74.24,1018.76,12.83,52.56,8.05
20250215,000000,6447,1.11,0.33,3.44,-2.41,0.44,0.96,1.27,1.61,2.25,3.97,,2.6,6.87,81.81,1010.46,212.33,71.45,52.39
20250215,000000,6464,0.0,0.51,3.03,-2.8,0.26,0.89,1.27,1.66,2.22,4.36,1.95,,5.94,83.23,1021.26,33.0,48.39,11.35
20250215,000000,6472,0.0,-0.13,1.72,-1.31,0.53,0.39,0.62,0.96,1.59,3.28,2.93,3.61,7.75,69.68,986.06,200.83,69.81,47.02
20250215,000000,6484,0.0,-0.16,1.52,-1.2,7.36,0.47,0.55,0.52,1.54,2.92,3.15,,8.28,75.73,982.45,103.83,74.41,26.39
20250215,000000,6494,0.0,-3.86,-2.63,-4.87,-0.49,-0.6,0.07,0.43,1.06,2.72,,,,87.15,940.62,10.92,52.84,7.16
20250215,000000,6418,0.15,1.24,3.03,-0.97,,,,,,,4.61,,11.46,78.27,1021.69,259.08,,71.18
20250215,000000,6438,0.39,-0.01,3.13,-3.89,-0.36,0.8,0.82,1.11,1.46,4.14,1.9,,5.94,83.3,1023.43,160.5,63.73,36.84
20250215,000000,6439,0.15,0.3,3.07,-3.41,0.87,,0.79,1.15,1.9,3.72,1.93,,5.82,82.37,1022.61,94.58,61.69,30.13
20250216,000000,6418,0.01,1.77,3.45,0.5,,,,,,,7.19,,11.46,75.67,1020.18,480.92,,160.37
20250216,000000,6459,0.18,-0.16,2.01,-1.52,0.22,,1.08,1.37,2.24,3.62,4.03,,7.94,80.79,1001.0,152.08,72.01,47.01
20250216,000000,6484,0.0,-0.33,1.32,-1.91,6.73,0.25,0.88,0.8,1.74,2.9,3.43,,8.72,78.78,979.51,0.0,59.1,3.92
20250216,000000,6439,0.15,0.91,4.02,-1.1,0.83,,1.94,2.06,2.44,3.64,3.68,,10.18,78.06,1020.66,450.17,97.45,156.13
20250216,000000,6447,0.12,0.25,3.83,-1.76,0.25,1.01,1.66,2.0,2.57,3.88,,3.34,9.49,80.06,1008.29,298.5,74.19,110.37
20250216,000000,6455,0.0,-0.27,3.42,-2.68,-0.61,1.12,2.15,2.79,2.75,4.33,1.78,,7.12,83.51,989.69,88.67,61.39,39.48
20250216,000000,6414,0.12,0.49,3.61,-1.34,-0.53,1.03,1.64,1.79,1.17,4.03,3.53,,10.18,80.77,1018.0,409.67,103.92,171.18
20250216,000000,6438,0.16,0.7,3.95,-1.41,0.59,1.18,2.16,2.14,2.06,3.95,3.64,,10.12,79.87,1021.7,403.83,91.44,171.21
20250216,000000,6472,0.38,-0.62,2.01,-2.36,-0.45,-0.21,0.73,1.07,1.64,3.13,3.42,4.18,7.46,77.96,983.4,97.0,59.66,42.14
20250216,000000,6464,0.12,0.76,4.02,-1.77,0.71,1.55,2.1,2.31,2.65,4.22,2.89,,8.86,77.13,1019.4,432.25,103.8,174.31
20250216,000000,6494,0.5,-4.15,-1.32,-6.25,-1.38,-0.71,0.0,0.4,1.03,2.68,,,,83.26,938.23,367.92,104.96,177.73
20250216,000000,6477,0.15,0.75,3.97,-1.6,0.5,1.69,2.07,2.53,2.16,4.62,3.99,,10.3,75.37,1016.69,493.25,103.14,171.44
20250216,000000,6434,0.03,0.78,3.93,-1.04,0.8,1.15,1.36,1.54,1.94,3.48,4.08,5.41,9.14,77.24,1019.5,472.25,95.89,163.65
20250217,000000,6494,0.0,-4.29,1.52,-7.59,-2.4,-0.87,-0.34,0.26,0.95,2.65,2.73,,8.09,76.12,940.53,549.75,131.66,309.75
20250217,000000,6484,0.0,-0.93,4.0,-4.49,5.77,0.66,0.11,0.17,1.39,2.87,3.05,,9.15,73.79,982.07,550.08,128.77,206.17
20250217,000000,6447,0.0,-0.21,4.37,-3.79,0.15,0.45,0.55,1.06,1.97,3.76,,3.07,7.53,73.47,1010.49,449.25,112.76,256.1
20250217,000000,6477,0.0,-0.17,3.78,-3.14,-0.66,1.16,0.82,1.39,1.43,4.43,2.86,,8.44,71.61,1018.87,558.17,123.77,285.74
20250217,000000,6414,0.0,0.09,4.1,-2.85,-1.24,0.44,0.8,1.07,0.74,3.92,2.77,,5.88,76.61,1020.18,515.25,116.8,252.05
20250217,000000,6418,0.0,1.49,3.76,-0.76,,,,,,,5.47,,9.02,74.97,1022.23,507.83,,242.45
20250217,000000,6472,0.0,-0.84,3.81,-4.74,-1.01,-0.51,-0.25,0.24,1.18,3.01,3.33,4.09,8.22,67.03,985.8,569.75,126.01,301.66
20250217,000000,6434,0.0,-0.09,4.01,-3.28,-1.09,0.47,0.57,0.87,1.5,3.41,2.94,4.03,6.64,74.45,1021.69,524.83,120.85,267.83
20250217,000000,6439,0.0,-0.15,4.27,-3.48,-0.14,,0.96,1.21,1.94,3.58,2.6,,7.04,75.52,1022.84,545.0,115.16,249.9
20250217,000000,6455,0.0,-1.06,4.02,-4.65,-2.23,0.73,1.48,1.92,2.31,4.21,1.47,,5.05,76.29,992.12,528.0,124.91,300.03
20250217,000000,6459,0.0,-0.83,2.34,-3.59,-0.2,,0.06,0.41,1.64,3.45,2.95,,6.51,76.34,1003.26,543.33,125.06,263.71
20250217,000000,6438,0.0,-0.35,4.14,-3.76,-0.18,1.23,1.35,1.37,1.49,3.86,2.6,,6.93,75.88,1023.73,216.67,112.46,
20250217,000000,6464,0.0,-0.55,3.88,-4.01,-0.81,0.99,0.99,1.4,2.16,4.17,2.33,,7.18,75.41,1021.57,551.25,120.82,279.28
20250218,000000,6434,0.0,0.09,4.49,-3.44,-0.47,0.75,0.35,0.61,1.2,3.13,3.58,4.78,8.61,69.92,1021.41,558.42,124.12,268.01
20250218,000000,6459,0.0,-0.32,2.95,-3.59,-0.02,,-0.07,0.18,1.28,3.14,3.52,,7.44,72.44,1003.43,570.08,126.48,264.75
20250218,000000,6472,0.0,-0.46,4.34,-4.4,-0.56,-0.24,-0.5,0.0,0.84,2.71,4.44,5.31,10.93,61.28,986.4,581.25,128.04,303.95
20250218,000000,6477,0.0,-0.21,3.82,-4.11,-1.27,0.88,0.34,0.9,0.94,4.04,3.44,,9.8,68.94,1019.39,566.17,124.04,272.03
20250218,000000,6439,0.0,-0.2,4.0,-4.02,-0.29,,0.54,0.8,1.57,3.31,2.85,,8.5,72.48,1022.95,546.33,115.61,241.63
20250218,000000,6494,0.0,-3.62,2.43,-8.48,-2.28,-1.25,-0.73,0.08,0.83,2.6,4.39,,10.6,68.06,941.47,543.83,132.78,303.35
20250218,000000,6418,0.0,1.27,4.27,-1.56,,,,,,,6.01,,10.54,67.66,1021.54,515.67,,222.93
20250218,000000,6464,0.0,-0.3,3.35,-4.4,-0.61,0.78,0.45,0.87,1.62,3.86,3.47,,9.2,70.22,1021.89,560.42,121.56,266.89
20250218,000000,6484,0.0,-0.93,3.99,-4.82,5.35,0.33,-0.36,-0.22,1.05,2.68,3.75,,11.19,69.33,983.16,570.25,130.48,210.58
20250218,000000,6414,0.0,0.72,5.1,-3.0,0.24,0.61,0.71,0.94,0.49,3.66,3.41,,8.03,71.09,1019.48,521.92,119.3,259.61
20250218,000000,6438,0.0,-0.22,3.98,-4.27,-0.2,0.89,0.81,0.84,1.01,3.52,3.17,,9.25,70.94,1023.75,20.17,111.14,
20250218,000000,6447,0.0,0.02,4.8,-4.02,-0.12,0.44,0.3,0.76,1.62,3.46,,3.33,8.84,70.48,1010.51,460.75,113.33,255.5
20250218,000000,6455,0.0,0.3,5.67,-4.49,-0.27,0.98,1.16,2.09,1.96,3.96,2.39,,8.21,64.56,992.33,550.08,127.3,306.07
20250219,000000,6464,0.0,2.06,6.11,-1.12,1.53,1.47,0.57,0.91,1.49,3.58,3.4,,8.19,63.46,1018.81,410.67,91.29,106.91
20250219,000000,6472,0.0,2.16,7.95,-2.33,1.76,1.65,-0.29,-0.07,0.69,2.48,3.15,4.04,7.58,60.33,984.89,386.25,99.13,133.87
20250219,000000,6418,0.0,3.41,6.84,-0.25,,,,,,,5.65,,9.99,67.36,1017.9,384.08,,96.04
